model,modelAge,name,age,mileage,state,owners,bodyType,numberOfDoors,fuelType,vehicleTransmission,drive,color,equipment,price,engineDisplacement,enginePower,technicalPassport
7ER,5,730Ld,3,98000,не битый,2,sedan,4,diesel,AT,4wd,dark_blue,Exclusive,3280000,3.0,265,1
5ER,7,530d,6,74000,не битый,1,hatchback,5,diesel,AT,4wd,white,Luxury Line,1950000,3.0,258,1
X6,6,30d,4,83000,не битый,1,SUV,5,diesel,AT,4wd,brown,M Sport,2900000,3.0,249,1
X5,10,30d,7,210000,не битый,1,SUV,5,diesel,AT,4wd,grey,M Sport,1500000,3.0,245,1
X3,10,30d,8,127000,не битый,3,SUV,5,diesel,AT,4wd,dark_blue,Базовая,1700000,3.0,249,1
X6,6,30d,2,31200,не битый,2,SUV,5,diesel,AT,4wd,black,M Sport,3927000,3.0,249,1
X5,7,M50d,6,90627,не битый,3,SUV,5,diesel,AT,4wd,dark_blue,,2996000,3.0,381,1
X5,2,40i,1,5121,не битый,1,SUV,5,petrol,AT,4wd,black,Luxury,5501000,3.0,340,1
7ER,19,735i,19,350000,не битый,3,sedan,4,petrol,AT,rwd,grey,Базовая,345000,3.6,272,1
7ER,22,750Li,22,210000,не битый,3,sedan,4,petrol,AT,rwd,dark_blue,Базовая,238999,5.4,326,1
5ER,25,528i,23,175000,не битый,3,sedan,4,petrol,MT,rwd,black,Базовая,350000,2.8,193,1
X5,10,35i,8,47008,не битый,2,SUV,5,petrol,AT,4wd,black,Luxury,2150000,3.0,306,1
5ER,7,520i,6,110700,не битый,2,sedan,4,petrol,AT,rwd,grey,M Sport Локальная сборка,1350000,2.0,184,1
5ER,7,530d,6,99000,не битый,1,hatchback,5,diesel,AT,4wd,green,Luxury Line,1865000,3.0,258,1
4ER,7,420d,5,60000,не битый,2,coupe,2,diesel,AT,4wd,dark_blue,Базовая,1790000,2.0,190,1
5ER,4,520d,3,205000,не битый,1,sedan,4,diesel,AT,rwd,black,Business,1550000,2.0,190,1
X5,14,None,13,190000,не битый,2,SUV,5,diesel,AT,4wd,black,Базовая,1020000,3.0,235,1
3ER,12,318i,10,172000,не битый,3,sedan,4,petrol,AT,rwd,dark_blue,Базовая,590000,2.0,136,1
5ER,4,530d,3,65700,не битый,2,sedan,4,diesel,AT,4wd,grey,M Sport,2749000,3.0,249,1
X5,2,30d,1,17146,не битый,1,SUV,5,diesel,AT,4wd,grey,Base,4850000,3.0,249,1
X5,14,None,12,148000,не битый,1,SUV,5,diesel,AT,4wd,black,Базовая,950000,3.0,286,1
X6,6,30d,1,23852,не битый,1,SUV,5,diesel,AT,4wd,black,M Sport,4370000,3.0,249,1
3ER,22,318i,18,295000,не битый,3,coupe,2,petrol,AT,rwd,grey,Базовая,300000,1.9,118,1
X6,6,None,5,49000,не битый,2,SUV,5,petrol,AT,4wd,black,M,3450000,4.4,575,1
7ER,5,740d,3,36331,не битый,2,sedan,4,diesel,AT,4wd,black,,3609000,3.0,320,1
X6,13,35i,9,135000,не битый,3,SUV,5,petrol,AT,4wd,white,Базовая,1250000,3.0,306,1
5ER,13,525xi,11,119861,не битый,3,sedan,4,petrol,AT,4wd,black,SE,745000,3.0,218,1
X5,2,M50d,1,47582,не битый,1,SUV,5,diesel,AT,4wd,white,Base,5999000,3.0,400,1
5ER,7,520i,7,125000,не битый,2,sedan,4,petrol,AT,rwd,black,Business,1150000,2.0,184,1
X5,2,30d,1,3844,не битый,1,SUV,5,diesel,AT,4wd,grey,,5449978,3.0,249,1
1ER,5,118i,4,82240,не битый,1,hatchback,5,petrol,AT,rwd,white,,1059000,1.5,136,1
X3,3,30d,2,25000,не битый,1,SUV,5,diesel,AT,4wd,dark_blue,M Sport,3700000,3.0,249,1
3ER,22,330i,19,192000,не битый,3,coupe,2,petrol,AT,rwd,dark_blue,Базовая,375000,3.0,231,1
3ER,9,328i,9,153725,не битый,3,sedan,4,petrol,AT,rwd,black,,724000,2.0,245,1
X5,7,25d,6,93230,не битый,1,SUV,5,diesel,AT,4wd,brown,Business,2249000,3.0,218,1
X3,6,20d,6,86000,не битый,2,SUV,5,diesel,AT,4wd,black,Urban,1485000,2.0,190,1
X5,7,40d,4,44000,не битый,2,SUV,5,diesel,AT,4wd,black,M Sport,3450000,3.0,313,1
3ER,19,318i,19,300000,не битый,3,sedan,4,petrol,AT,rwd,silver,Базовая,380000,2.0,143,1
X6,13,30d,10,245000,не битый,2,SUV,5,diesel,AT,4wd,black,Базовая,1349000,3.0,245,1
7ER,5,730Ld,3,98000,не битый,2,sedan,4,diesel,AT,4wd,dark_blue,Exclusive,3280000,3.0,265,1
X3,14,20d,11,155886,не битый,1,SUV,5,diesel,AT,4wd,silver,Базовая,670000,2.0,177,1
7ER,26,740Li,23,300000,не битый,3,sedan,4,petrol,AT,rwd,silver,Базовая,280000,4.4,286,1
X1,11,20i,8,177000,не битый,1,SUV,5,petrol,AT,4wd,brown,Базовая,750000,2.0,184,1
X5,10,35i,10,224004,не битый,3,SUV,5,petrol,AT,4wd,grey,,869000,3.0,306,1
X5,14,30i,10,79000,не битый,1,SUV,5,petrol,AT,4wd,grey,Базовая,1350000,3.0,264,1
X6,6,None,5,49000,не битый,2,SUV,5,petrol,AT,4wd,black,M,3450000,4.4,575,1
5ER,11,530d,8,184025,не битый,2,sedan,4,diesel,AT,4wd,dark_blue,Базовая,1000000,3.0,258,1
X5,7,25d,3,57010,не битый,1,SUV,5,diesel,AT,4wd,brown,,2969000,3.0,218,1
5ER,25,523i,24,602000,не битый,3,sedan,4,petrol,MT,rwd,green,Базовая,240000,2.5,170,1
X6,13,50i,12,86407,не битый,1,SUV,5,petrol,AT,4wd,red,Базовая,949000,4.4,407,1
X5,14,None,13,137000,не битый,2,SUV,5,petrol,AT,4wd,grey,Базовая,888000,4.8,355,1
X1,8,18i,8,148000,не битый,2,SUV,5,petrol,AT,rwd,brown,Базовая,710000,2.0,150,1
1ER,9,116i,8,124000,не битый,3,hatchback,5,petrol,AT,rwd,white,Базовая,670000,1.6,136,1
X5,21,None,19,240000,не битый,3,SUV,5,petrol,AT,4wd,black,Базовая,550000,4.4,286,1
1ER,9,116i,6,99000,не битый,2,hatchback,5,petrol,AT,rwd,black,Базовая,830000,1.6,136,1
X5,10,30d,9,170000,не битый,2,SUV,5,diesel,AT,4wd,black,Luxury,1600000,3.0,245,1
X6,6,30d,5,82000,не битый,2,SUV,5,diesel,AT,4wd,white,Luxury,2629000,3.0,249,1
X6,6,50i,5,92000,не битый,2,SUV,5,petrol,AT,4wd,black,Базовая,2790000,4.4,450,1
M5,3,None,1,12000,не битый,1,sedan,4,petrol,AT,4wd,red,Базовая,7485000,4.4,625,1
X7,2,40i,1,1619,не битый,1,SUV,5,petrol,AT,4wd,grey,Base,6420141,3.0,340,1
X5,7,30d,5,180000,не битый,1,SUV,5,diesel,AT,4wd,black,M Sport,2450000,3.0,249,1
3ER,12,318i,9,150000,не битый,3,sedan,4,petrol,AT,rwd,white,Базовая,599000,2.0,136,1
6ER,9,640i,7,129625,не битый,3,sedan,4,petrol,AT,4wd,red,,1857000,3.0,320,1
X5,14,30i,12,180000,не битый,2,SUV,5,petrol,AT,4wd,dark_blue,Базовая,790000,3.0,272,1
5ER,18,530i,16,268000,не битый,3,sedan,4,petrol,AT,rwd,black,Базовая,550000,3.0,231,1
X3,10,28i,9,150248,не битый,3,SUV,5,petrol,AT,4wd,grey,,790000,3.0,258,1
5ER,7,520d,4,101000,не битый,3,sedan,4,diesel,AT,rwd,white,SE Локальная сборка,1399000,2.0,190,1
1ER,13,118i,9,125000,не битый,2,hatchback,5,petrol,AT,rwd,red,Базовая,550000,2.0,136,1
X5,21,None,17,300812,не битый,3,SUV,5,petrol,AT,4wd,grey,,399000,3.0,231,1
X3,10,28i,7,113100,не битый,1,SUV,5,petrol,AT,4wd,dark_blue,Базовая,1450000,2.0,245,1
7ER,8,750Li,8,149900,не битый,2,sedan,4,petrol,AT,4wd,black,Базовая,855000,4.4,450,1
3ER,2,320d,1,11062,не битый,1,sedan,4,diesel,AT,4wd,grey,M Sport Pro,3250000,2.0,190,1
3ER,12,318i,10,45000,не битый,1,sedan,4,petrol,AT,rwd,black,Базовая,930000,2.0,136,1
3ER,9,320i,8,118000,не битый,2,sedan,4,petrol,AT,rwd,black,SE,920000,2.0,184,1
5ER,13,525i,12,190000,не битый,3,sedan,4,petrol,AT,rwd,grey,Базовая,720000,2.5,218,1
3ER,19,325i,17,256000,не битый,3,coupe,2,petrol,AT,rwd,silver,Базовая,500000,2.5,192,1
X1,5,20i,2,43500,не битый,1,SUV,5,petrol,AT,4wd,white,M Sport,1879000,2.0,192,1
3ER,12,325i,9,92384,не битый,1,sedan,4,petrol,AT,rwd,black,Базовая,810000,2.5,218,1
5ER,7,520d,6,113500,не битый,2,sedan,4,diesel,AT,rwd,grey,Базовая,1250000,2.0,190,1
5ER,20,530i,18,218500,не битый,3,sedan,4,petrol,AT,rwd,silver,Базовая,730000,3.0,231,1
X6,8,35i,8,121000,не битый,3,SUV,5,petrol,AT,4wd,white,Базовая,1520000,3.0,306,1
1ER,16,118i,15,300000,не битый,3,hatchback,5,petrol,AT,rwd,silver,Базовая,320000,2.0,129,1
X5,7,25d,6,93230,не битый,1,SUV,5,diesel,AT,4wd,brown,Business,2249000,3.0,218,1
3ER,12,318i,9,190000,не битый,3,sedan,4,petrol,AT,rwd,white,Базовая,550000,2.0,136,1
X5,14,None,11,217000,не битый,3,SUV,5,petrol,AT,4wd,black,Базовая,860000,3.0,272,1
3ER,30,316i,27,410000,не битый,3,sedan,4,petrol,MT,rwd,black,Базовая,111000,1.6,100,1
5ER,7,528i,6,149556,не битый,3,sedan,4,petrol,AT,4wd,white,Luxury Локальная сборка,1430000,2.0,245,1
X6,6,40d,3,44000,не битый,1,SUV,5,diesel,AT,4wd,black,M Sport,3350000,3.0,313,1
X5,11,None,9,144000,не битый,2,SUV,5,petrol,AT,4wd,black,,850000,4.4,555,1
3ER,12,325i,10,209800,не битый,1,sedan,4,petrol,AT,rwd,black,Базовая,790000,2.5,218,1
1ER,13,116i,10,95000,не битый,3,hatchback,3,petrol,AT,rwd,white,Базовая,430000,1.6,115,1
3ER,9,320i,8,176000,не битый,3,sedan,4,petrol,AT,rwd,black,Sport Line,820000,2.0,184,1
5ER,11,520i,8,122000,не битый,3,sedan,4,petrol,AT,rwd,grey,SE,1060000,2.0,184,1
5ER,7,528i,7,85000,не битый,3,sedan,4,petrol,AT,4wd,grey,Luxury Локальная сборка,1230000,2.0,245,1
5ER,25,520i,22,450000,не битый,3,sedan,4,petrol,AT,rwd,black,Базовая,360000,2.0,150,1
X5,10,30d,9,215000,не битый,1,SUV,5,diesel,AT,4wd,black,Базовая,1500000,3.0,245,1
X5,10,35i,9,165000,не битый,3,SUV,5,petrol,AT,4wd,biege,Luxury,1200000,3.0,306,1
5ER,7,520d,4,65000,не битый,1,sedan,4,diesel,AT,rwd,white,Базовая,1600000,2.0,190,1
X3,6,20i,6,57000,не битый,1,SUV,5,petrol,AT,4wd,brown,Urban,1450000,2.0,184,1
3ER,15,320i,12,142814,не битый,3,sedan,4,petrol,AT,rwd,biege,,504000,2.0,156,1
5ER,20,530i,19,150000,не битый,3,wagon,5,petrol,AT,rwd,black,Базовая,300000,3.0,231,1
7ER,1,730d,1,10433,не битый,1,sedan,4,diesel,AT,4wd,black,,5999000,3.0,249,1
X1,8,20i,7,106501,не битый,1,SUV,5,petrol,AT,4wd,white,,800000,2.0,184,1
X6,6,M50d,5,78000,не битый,2,SUV,5,diesel,AT,4wd,black,Базовая,3450000,3.0,381,1
1ER,16,118i,15,268500,не битый,3,hatchback,5,petrol,AT,rwd,dark_blue,Базовая,375000,2.0,129,1
7ER,12,730i,10,170000,не битый,3,sedan,4,petrol,AT,rwd,black,Базовая,1250000,3.0,258,1
5ER,13,525i,12,132000,не битый,3,sedan,4,petrol,AT,rwd,red,Business,620000,2.5,218,1
X5,10,30d,7,155000,не битый,2,SUV,5,diesel,AT,4wd,black,M Sport,1999000,3.0,245,1
X5,7,M50d,6,96100,не битый,1,SUV,5,diesel,AT,4wd,black,Базовая,2740000,3.0,381,1
5ER,11,530d,9,200000,не битый,3,sedan,4,diesel,AT,4wd,dark_blue,Luxury,950000,3.0,258,1
X5,10,35i,8,73534,не битый,2,SUV,5,petrol,AT,4wd,dark_blue,Luxury,1280000,3.0,306,1
7ER,5,750Ld,2,6700,не битый,1,sedan,4,diesel,AT,4wd,black,Base,4780000,3.0,400,1
X3,6,20d,6,86000,не битый,2,SUV,5,diesel,AT,4wd,black,Urban,1485000,2.0,190,1
X5,7,40d,4,100000,не битый,2,SUV,5,diesel,AT,4wd,black,,3350000,3.0,313,1
1ER,13,116i,12,265819,не битый,3,hatchback,5,petrol,AT,rwd,black,Базовая,420000,1.6,115,1
X5,14,30i,12,125042,не битый,3,SUV,5,petrol,AT,4wd,grey,Базовая,749000,3.0,272,1
5ER,4,520d,1,29833,не битый,1,sedan,4,diesel,AT,4wd,black,Base,2575000,2.0,190,1
5ER,11,528i,9,178000,не битый,3,sedan,4,petrol,AT,rwd,grey,Luxury,950000,3.0,258,1
5ER,7,528i,6,146048,не битый,1,wagon,5,petrol,AT,4wd,grey,,1277000,2.0,245,1
7ER,5,750i,3,29762,не битый,2,sedan,4,petrol,AT,4wd,black,Base,3615000,4.4,450,1
3ER,9,320d,7,184000,не битый,2,sedan,4,diesel,AT,4wd,grey,Sport Line,970000,2.0,184,1
3ER,9,320d,7,194000,не битый,2,sedan,4,diesel,AT,rwd,white,Базовая,1100000,2.0,184,1
X5,10,30d,7,200000,не битый,2,SUV,5,diesel,AT,4wd,white,Luxury,1550000,3.0,245,1
3ER,9,320d,7,160000,не битый,3,sedan,4,diesel,AT,rwd,black,Базовая,1110000,2.0,184,1
X5,7,30d,4,96880,не битый,2,SUV,5,diesel,AT,4wd,white,,2839000,3.0,249,1
3ER,12,318i,9,150000,не битый,3,sedan,4,petrol,AT,rwd,white,Базовая,599000,2.0,136,1
X5,14,None,13,176000,не битый,3,SUV,5,diesel,AT,4wd,black,Базовая,1030000,3.0,235,1
5ER,11,520d,9,208000,не битый,3,sedan,4,diesel,AT,rwd,black,Базовая,850000,2.0,184,1
3ER,9,320i,7,155000,не битый,2,sedan,4,petrol,AT,rwd,black,Luxury Line,1065000,2.0,184,1
X6,6,40d,2,39190,не битый,1,SUV,5,diesel,AT,4wd,white,M Sport,3820000,3.0,313,1
5ER,7,520d,5,150000,не битый,2,sedan,4,diesel,AT,rwd,dark_blue,Базовая,1300000,2.0,190,1
5ER,4,530d,2,27819,не битый,3,sedan,4,diesel,AT,4wd,white,M Sport,3175000,3.0,249,1
X6,6,40d,2,58000,не битый,1,SUV,5,diesel,AT,4wd,white,M Sport,4250000,3.0,313,1
3ER,15,335i,13,145000,не битый,2,coupe,2,petrol,AT,rwd,grey,Базовая,850000,3.0,306,1
6ER,3,630d,2,26056,не битый,1,hatchback,5,diesel,AT,4wd,dark_blue,Base,3814000,3.0,249,1
X5,10,40d,9,183000,не битый,3,SUV,5,diesel,AT,4wd,black,M Sport,1299000,3.0,306,1
7ER,12,750Li,11,128000,не битый,1,sedan,4,petrol,AT,rwd,black,Базовая,670000,4.4,407,1
5ER,20,530i,18,390000,не битый,1,sedan,4,petrol,AT,rwd,grey,Базовая,360000,3.0,231,0
5ER,7,520d,5,94000,не битый,3,sedan,4,diesel,AT,rwd,black,SE Локальная сборка,1450000,2.0,190,1
X3,3,20d,2,34500,не битый,1,SUV,5,diesel,AT,4wd,dark_blue,Urban,2500000,2.0,190,1
1ER,9,116i,8,74000,не битый,3,hatchback,5,petrol,AT,rwd,black,Базовая,685000,1.6,136,1
X3,6,20d,4,4500,не битый,1,SUV,5,diesel,AT,4wd,dark_blue,Xline,2400000,2.0,190,1
5ER,25,520i,21,466123,не битый,3,sedan,4,petrol,AT,rwd,grey,Базовая,340000,2.0,150,1
X3,6,20d,4,4500,не битый,1,SUV,5,diesel,AT,4wd,dark_blue,Xline,2400000,2.0,190,1
5ER,25,520i,21,466123,не битый,3,sedan,4,petrol,AT,rwd,grey,Базовая,340000,2.0,150,1
1ER,13,116i,9,149000,не битый,3,hatchback,5,petrol,AT,rwd,black,Базовая,545000,1.6,115,1
5ER,25,520i,21,391021,не битый,2,sedan,4,petrol,MT,rwd,dark_blue,Базовая,260000,2.0,150,1
5ER,13,525i,11,140000,не битый,3,sedan,4,petrol,AT,rwd,purple,Базовая,635000,2.5,218,1
X3,14,30d,13,215648,не битый,2,SUV,5,diesel,AT,4wd,red,Базовая,800000,3.0,218,1
X5,10,40d,9,138000,не битый,3,SUV,5,diesel,AT,4wd,black,M Sport,1100000,3.0,306,1
X3,10,28i,7,113100,не битый,1,SUV,5,petrol,AT,4wd,dark_blue,Базовая,1450000,2.0,245,1
X3,3,20d,3,26000,не битый,1,SUV,5,diesel,AT,4wd,silver,M Sport,2600000,2.0,190,1
7ER,12,750Li,8,87000,не битый,2,sedan,4,petrol,AT,4wd,black,Базовая,1000000,4.4,407,1
X5,7,35i,5,33000,не битый,2,SUV,5,petrol,AT,4wd,white,Luxury,2480000,3.0,306,1
X6,6,M50d,5,56000,не битый,2,SUV,5,diesel,AT,4wd,black,Базовая,3700000,3.0,381,1
X6,8,50i,7,93277,не битый,3,SUV,5,petrol,AT,4wd,black,,1219000,4.4,407,1
X5,7,35i,6,70900,не битый,1,SUV,5,petrol,AT,4wd,black,Luxury,2550000,3.0,306,1
X5,14,None,12,165000,не битый,1,SUV,5,petrol,AT,4wd,black,Базовая,950000,3.0,272,1
3ER,2,320d,2,26329,не битый,1,sedan,4,diesel,AT,4wd,black,,1925000,2.0,190,1
3ER,9,320d,7,89860,не битый,2,sedan,4,diesel,AT,4wd,grey,,1349000,2.0,184,1
3ER,15,325i,12,130000,не битый,3,cabriolet,2,petrol,AT,rwd,red,Базовая,849000,2.5,218,1
1ER,5,118i,4,64190,не битый,1,hatchback,5,petrol,AT,rwd,red,,1199000,1.5,136,1
M5,3,None,1,12923,не битый,2,sedan,4,petrol,AT,4wd,black,,6997000,4.4,625,1
X5,10,40d,8,129000,не битый,3,SUV,5,diesel,AT,4wd,black,M Sport,1750000,3.0,306,1
X6,6,None,2,19922,не битый,2,SUV,5,petrol,AT,4wd,black,,5697000,4.4,575,1
X5,14,None,12,115000,не битый,1,SUV,5,petrol,AT,4wd,red,Базовая,900000,3.0,272,1
X3,10,35i,9,159871,не битый,3,SUV,5,petrol,AT,4wd,black,,755000,3.0,306,1
5ER,25,523i,24,255000,не битый,3,sedan,4,petrol,AT,rwd,black,Базовая,315000,2.5,170,1
3ER,12,320i,10,198548,не битый,3,coupe,2,petrol,AT,rwd,black,Базовая,680000,2.0,156,1
7ER,22,728i,20,300000,не битый,3,sedan,4,petrol,AT,rwd,grey,Базовая,300000,2.8,193,1
X5,10,50i,8,69000,не битый,2,SUV,5,petrol,AT,4wd,white,Базовая,1600000,4.4,407,1
X5,14,35d,11,175181,не битый,1,SUV,5,diesel,AT,4wd,white,,1067000,3.0,286,1
5ER,7,520d,4,180000,не битый,3,sedan,4,diesel,AT,rwd,black,SE Локальная сборка,1450000,2.0,190,1
X5,7,35i,6,146000,не битый,1,SUV,5,petrol,AT,4wd,black,Luxury,2181000,3.0,306,1
7ER,12,750Li,10,207388,не битый,1,sedan,4,petrol,AT,4wd,black,,653000,4.4,407,1
5ER,18,530i,14,155000,не битый,3,sedan,4,petrol,AT,rwd,white,Базовая,777000,3.0,231,1
X5,7,30d,5,158000,не битый,2,SUV,5,diesel,AT,4wd,black,,2500000,3.0,249,1
X5,14,30i,13,170000,не битый,3,SUV,5,petrol,AT,4wd,black,Базовая,740000,3.0,272,1
3ER,2,320i,1,5000,не битый,2,sedan,4,petrol,AT,4wd,grey,M Sport Pure,2800000,2.0,184,1
5ER,4,M550i,3,64717,не битый,3,sedan,4,petrol,AT,4wd,black,Base,3175000,4.4,462,1
5ER,32,525d,26,380000,не битый,3,sedan,4,diesel,AT,rwd,black,Базовая,300000,2.5,143,1
7ER,12,750i,8,160000,не битый,3,sedan,4,petrol,AT,4wd,white,Базовая,1030000,4.4,407,1
X6,6,30d,1,24627,не битый,1,SUV,5,diesel,AT,4wd,white,,4170000,3.0,249,1
7ER,26,740Li,23,300000,не битый,3,sedan,4,petrol,AT,rwd,silver,Базовая,280000,4.4,286,1
X5,14,30i,11,183000,не битый,1,SUV,5,petrol,AT,4wd,black,Базовая,1300000,3.0,272,1
X6,13,35i,11,196000,не битый,3,SUV,5,petrol,AT,4wd,white,Базовая,1100000,3.0,306,1
5ER,11,525d,10,186000,не битый,3,sedan,4,diesel,AT,rwd,biege,Базовая,980000,3.0,204,1
3ER,15,325i,13,171263,не битый,3,coupe,2,petrol,AT,rwd,silver,Базовая,585000,2.5,218,1
X5,14,None,13,223000,не битый,3,SUV,5,petrol,AT,4wd,black,Базовая,750000,3.0,272,1
3ER,5,320i,3,53000,не битый,2,sedan,4,petrol,AT,4wd,violet,M Sport,1950000,2.0,184,1
X6,13,40d,9,197000,не битый,2,SUV,5,diesel,AT,4wd,silver,Базовая,1200000,3.0,306,1
3ER,9,316i,6,97700,не битый,3,sedan,4,petrol,AT,rwd,white,SE,999909,1.6,136,1
X5,10,30d,9,149000,не битый,2,SUV,5,diesel,AT,4wd,brown,Luxury,1700000,3.0,245,1
3ER,9,316i,6,100968,не битый,3,sedan,4,petrol,AT,rwd,white,,897000,1.6,136,1
X5,7,30d,6,120000,не битый,1,SUV,5,diesel,AT,4wd,brown,Prestige,2350000,3.0,249,1
X5,14,30i,12,125042,не битый,3,SUV,5,petrol,AT,4wd,grey,Базовая,749000,3.0,272,1
3ER,15,325i,12,216000,не битый,3,coupe,2,petrol,AT,rwd,biege,Базовая,630000,2.5,218,1
X6,6,30d,3,33000,не битый,1,SUV,5,diesel,AT,4wd,grey,M Sport,3600000,3.0,249,1
3ER,5,320i,4,114000,не битый,1,sedan,4,petrol,AT,rwd,black,SE,1150000,2.0,184,1
X3,10,20d,9,108756,не битый,1,SUV,5,diesel,AT,4wd,black,,1224000,2.0,184,1
X5,14,None,12,223500,не битый,3,SUV,5,petrol,AT,4wd,grey,Базовая,840000,4.8,355,1
6ER,9,640i,9,91000,не битый,2,sedan,4,petrol,AT,4wd,black,Базовая,1400000,3.0,320,1
X4,2,30i,1,9000,не битый,1,SUV,5,petrol,AT,4wd,black,Exclusive,3100000,2.0,249,1
5ER,4,M550d,1,4900,не битый,1,sedan,4,diesel,AT,4wd,black,Base,4999999,3.0,400,1
3ER,12,318i,9,102000,не битый,3,sedan,4,petrol,AT,rwd,black,Базовая,640000,2.0,136,1
5ER,13,525i,12,147819,не битый,3,sedan,4,petrol,AT,rwd,biege,Business,820000,2.5,218,1
5ER,18,530i,16,268000,не битый,3,sedan,4,petrol,AT,rwd,black,Базовая,550000,3.0,231,1
7ER,5,730d,2,56000,не битый,1,sedan,4,diesel,AT,4wd,white,Base,3890000,3.0,249,1
7ER,8,750Ld,7,152370,не битый,2,sedan,4,diesel,AT,4wd,black,Базовая,1870000,3.0,381,1
7ER,22,730d,19,365000,не битый,3,sedan,4,diesel,AT,rwd,dark_blue,Базовая,475000,2.9,193,1
5ER,7,520d,4,118000,не битый,3,sedan,4,diesel,AT,rwd,black,SE Локальная сборка,1333000,2.0,190,1
X3,10,35i,9,89000,не битый,3,SUV,5,petrol,AT,4wd,black,Lifestyle,1200000,3.0,306,1
X6,6,50i,5,72000,не битый,1,SUV,5,petrol,AT,4wd,white,Базовая,3390000,4.4,450,1
4ER,7,420d,5,90000,не битый,2,hatchback,5,diesel,AT,4wd,black,Базовая,1410000,2.0,190,1
X5,14,30d,12,245000,не битый,2,SUV,5,diesel,AT,4wd,black,Базовая,1000000,3.0,211,1
X1,8,20i,7,196552,не битый,3,SUV,5,petrol,AT,4wd,brown,,765000,2.0,184,1
5ER,7,520i,6,140000,не битый,2,sedan,4,petrol,AT,rwd,black,M Sport Локальная сборка,1400000,2.0,184,1
5ER,11,520i,8,105000,не битый,2,sedan,4,petrol,AT,rwd,black,SE,1050000,2.0,184,1
X3,6,20d,5,126000,не битый,2,SUV,5,diesel,AT,4wd,black,Urban,1390000,2.0,190,1
7ER,15,760Li,14,106000,не битый,3,sedan,4,petrol,AT,rwd,black,Базовая,1450000,6.0,445,1
X5,10,30d,10,210000,не битый,3,SUV,5,diesel,AT,4wd,black,Luxury,1320000,3.0,245,1
7ER,5,740Li,3,122000,не битый,1,sedan,4,petrol,AT,4wd,black,Luxury,2900000,3.0,326,1
X5,10,35i,8,91000,не битый,1,SUV,5,petrol,AT,4wd,white,Luxury,1490000,3.0,306,1
X3,10,20d,6,71318,не битый,1,SUV,5,diesel,AT,4wd,biege,,1380000,2.0,184,1
5ER,11,520i,7,130000,не битый,3,sedan,4,petrol,AT,rwd,black,SE,1200000,2.0,184,1
5ER,7,528i,7,162000,не битый,1,sedan,4,petrol,AT,4wd,black,M Sport Локальная сборка,1250000,2.0,245,1
5ER,7,530d,6,99000,не битый,3,sedan,4,diesel,AT,4wd,grey,,1550000,3.0,258,1
